ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
182.00	90.00	65.00	0.00	401.00	15494.00	0.83	1.78	1.69	510.00	15494.00	38.64	25.00	65.00	9.60	92.22	3.10	0.00	38.64	0.00	0.00	0.00	0.73	401.00	3.55	0.03	0.00	8.08	0.28	13.05	4223.45	295871.84	
183.00	369.00	534.00	0.00	401.00	29851.00	0.54	1.19	1.47	480.00	29851.00	74.44	25.00	163.00	40.14	1610.92	13.56	0.00	74.44	0.00	0.00	0.00	0.64	401.00	3.55	0.00	0.00	9.35	0.06	233.60	219375.25	74081408.00	
184.00	1008.00	482.00	0.00	400.00	14882.00	0.88	2.08	2.20	621.00	14882.00	37.21	25.00	54.00	8.42	70.88	3.63	0.00	37.21	0.00	0.00	0.00	0.81	400.00	3.54	0.00	0.00	8.14	0.15	24.90	659.89	97441.72	
185.00	702.00	71.00	0.00	395.00	22179.00	0.85	1.87	2.49	572.00	22179.00	56.15	24.00	129.00	27.22	741.19	9.79	0.00	56.15	0.00	0.00	0.00	0.77	395.00	3.49	0.02	0.00	9.08	0.11	225.42	102175.89	18084008.00	
186.00	1098.00	360.00	0.00	395.00	21829.00	0.68	1.37	2.04	480.00	21829.00	55.26	25.00	100.00	21.07	443.87	8.14	0.00	55.26	0.00	0.00	0.00	0.68	395.00	3.49	0.02	0.00	9.14	0.10	123.34	7754.90	4293730.00	
187.00	454.00	359.00	0.00	394.00	17848.00	0.41	1.10	2.99	576.00	17848.00	45.30	25.00	71.00	12.05	145.27	4.39	0.00	45.30	0.00	0.00	0.00	0.67	394.00	3.48	0.03	0.00	8.54	0.19	33.85	-1772.58	463039.06	
188.00	181.00	662.00	0.00	394.00	18147.00	0.59	1.24	2.70	460.00	18147.00	46.06	25.00	70.00	13.68	187.10	4.42	0.00	46.06	0.00	0.00	0.00	0.67	394.00	3.48	0.02	0.00	8.62	0.15	30.17	-135.69	731973.00	
189.00	672.00	492.00	0.00	391.00	25319.00	0.49	1.15	2.08	575.00	25319.00	64.75	25.00	120.00	26.04	677.98	9.02	0.00	64.75	0.00	0.00	0.00	0.65	391.00	3.46	0.03	0.00	9.18	0.06	150.56	2652.38	9860060.00	
190.00	780.00	109.00	0.00	389.00	24679.00	0.38	1.08	2.33	600.00	24679.00	63.44	25.00	99.00	25.04	626.93	8.74	0.00	63.44	0.00	0.00	0.00	0.63	389.00	3.44	0.03	0.00	9.05	0.10	161.70	-24793.20	7094061.50	
191.00	785.00	194.00	0.00	389.00	14846.00	0.88	2.15	2.06	609.00	14846.00	38.16	25.00	54.00	7.16	51.28	3.93	0.00	38.16	0.00	0.00	0.00	0.80	389.00	3.44	0.00	0.01	7.86	0.28	28.59	-381.57	49825.39	
192.00	1204.00	204.00	0.00	388.00	16614.00	0.65	1.31	2.42	625.00	16614.00	42.82	25.00	65.00	12.21	149.16	4.31	0.00	42.82	0.00	0.00	0.00	0.67	388.00	3.43	0.03	0.00	8.42	0.11	37.92	451.57	420800.75	
193.00	469.00	537.00	0.00	386.00	17881.00	0.76	1.53	2.33	529.00	17881.00	46.32	24.00	73.00	13.35	178.33	4.60	0.00	46.32	0.00	0.00	0.00	0.72	386.00	3.41	0.05	0.00	8.75	0.13	38.74	904.46	732914.69	
194.00	995.00	153.00	0.00	385.00	23470.00	0.41	1.10	1.41	529.00	23470.00	60.96	22.00	99.00	22.41	502.18	7.24	0.00	60.96	0.00	0.00	0.00	0.67	385.00	3.40	0.06	0.00	9.14	0.08	93.43	-7336.28	5436032.50	
195.00	737.00	273.00	0.00	384.00	25397.00	0.71	1.42	2.35	484.00	25397.00	66.14	25.00	118.00	27.48	755.16	10.76	0.00	66.14	0.00	0.00	0.00	0.68	384.00	3.40	0.00	0.00	9.19	0.06	216.95	-5046.36	10937213.00	
196.00	1377.00	844.00	0.00	382.00	24817.00	0.71	1.42	2.09	456.00	24817.00	64.97	21.00	150.00	34.63	1199.12	11.64	0.00	64.97	0.00	0.00	0.00	0.70	382.00	3.38	0.00	0.00	9.23	0.05	245.56	203586.41	47200372.00	
197.00	27.00	87.00	0.00	381.00	11409.00	0.71	1.42	2.31	484.00	11409.00	29.94	23.00	45.00	3.85	14.80	1.85	0.00	29.94	0.00	0.00	0.00	0.69	381.00	3.37	0.03	0.02	6.24	0.41	5.37	648.06	16646.48	
198.00	381.00	129.00	0.00	380.00	19345.00	0.73	1.47	2.43	504.00	19345.00	50.91	25.00	84.00	18.30	335.01	6.95	0.00	50.91	0.00	0.00	0.00	0.69	380.00	3.36	0.01	0.00	8.90	0.12	83.77	4879.44	2214740.50	
199.00	869.00	657.00	0.00	380.00	28549.00	0.79	1.65	0.54	572.00	28549.00	75.13	25.00	146.00	36.04	1298.52	9.98	0.00	75.13	0.00	0.00	0.00	0.73	380.00	3.36	0.04	0.00	9.22	0.06	135.79	104538.01	44107484.00	
200.00	1008.00	693.00	0.00	379.00	30372.00	0.50	1.15	0.82	528.00	30372.00	80.14	25.00	137.00	34.28	1175.14	9.73	0.00	80.14	0.00	0.00	0.00	0.66	379.00	3.35	0.06	0.00	9.20	0.08	169.76	-42603.66	29228668.00	
201.00	1247.00	91.00	0.00	375.00	29339.00	0.55	1.20	0.03	437.00	29339.00	78.24	25.00	195.00	50.26	2526.25	16.05	0.00	78.24	0.00	0.00	0.00	0.64	375.00	3.32	0.00	0.00	9.20	0.07	385.15	689794.94	211411184.00	
202.00	252.00	506.00	0.00	375.00	16580.00	0.61	1.27	2.26	462.00	16580.00	44.21	25.00	76.00	14.55	211.60	5.42	0.00	44.21	0.00	0.00	0.00	0.66	375.00	3.32	0.00	0.00	8.81	0.13	43.63	8032.09	1111996.88	
203.00	574.00	498.00	0.00	373.00	20808.00	0.72	1.43	2.52	483.00	20808.00	55.79	25.00	83.00	18.00	323.97	7.66	0.00	55.79	0.00	0.00	0.00	0.68	373.00	3.30	0.00	0.00	8.86	0.16	105.32	-11376.04	1865137.62	
204.00	443.00	513.00	0.00	373.00	17101.00	0.65	1.31	2.09	460.00	17101.00	45.85	25.00	81.00	16.14	260.55	6.00	0.00	45.85	0.00	0.00	0.00	0.65	373.00	3.30	0.00	0.00	8.74	0.13	52.04	10345.52	1687708.50	
205.00	1148.00	7.00	0.00	371.00	29699.00	0.71	1.42	2.96	468.00	29699.00	80.05	24.00	141.00	40.53	1642.32	11.31	0.00	80.05	0.00	0.00	0.00	0.69	371.00	3.28	0.02	0.00	9.11	0.11	253.75	-11751.12	55267716.00	
206.00	853.00	795.00	0.00	371.00	25059.00	0.57	1.21	2.97	480.00	25059.00	67.54	25.00	128.00	32.08	1029.26	9.42	0.00	67.54	0.00	0.00	0.00	0.65	371.00	3.28	0.03	0.00	9.04	0.06	153.17	54245.54	23355218.00	
207.00	104.00	64.00	0.00	370.00	14567.00	0.84	1.82	1.67	480.00	14567.00	39.37	25.00	61.00	9.33	87.08	3.33	0.00	39.37	0.00	0.00	0.00	0.73	370.00	3.27	0.04	0.00	8.14	0.25	15.47	1196.84	197775.86	
208.00	279.00	327.00	0.00	367.00	20260.00	0.58	1.23	0.51	460.00	20260.00	55.20	25.00	95.00	19.90	396.01	8.00	0.00	55.20	0.00	0.00	0.00	0.64	367.00	3.25	0.00	0.00	9.00	0.12	73.18	4807.77	3511565.00	
209.00	691.00	89.00	0.00	365.00	10838.00	0.59	1.24	0.70	483.00	10838.00	29.69	23.00	37.00	3.39	11.47	1.58	0.00	29.69	0.00	0.00	0.00	0.69	365.00	3.23	0.03	0.01	6.39	0.44	3.79	8.10	3146.87	
210.00	320.00	757.00	0.00	363.00	14174.00	0.49	1.15	0.03	418.00	14174.00	39.05	25.00	62.00	9.99	99.88	3.89	0.00	39.05	0.00	0.00	0.00	0.64	363.00	3.21	0.00	0.00	8.31	0.21	17.19	2268.12	252555.73	
211.00	684.00	847.00	0.00	361.00	27574.00	0.63	1.29	2.62	418.00	27574.00	76.38	24.00	129.00	34.49	1189.71	11.57	0.00	76.38	0.00	0.00	0.00	0.66	361.00	3.19	0.00	0.00	9.10	0.07	237.33	-29102.76	26625746.00	
212.00	982.00	212.00	0.00	351.00	17899.00	0.48	1.14	2.15	441.00	17899.00	50.99	24.00	81.00	16.35	267.24	4.40	0.00	50.99	0.00	0.00	0.00	0.67	351.00	3.10	0.06	0.00	8.50	0.13	26.73	-1581.56	1666618.12	
213.00	702.00	228.00	0.00	351.00	15172.00	0.55	1.19	2.31	400.00	15172.00	43.23	24.00	68.00	11.85	140.49	4.54	0.00	43.23	0.00	0.00	0.00	0.65	351.00	3.10	0.02	0.00	8.56	0.13	28.83	1714.74	469090.44	
214.00	813.00	594.00	0.00	351.00	14521.00	0.86	1.96	1.88	476.00	14521.00	41.37	25.00	72.00	11.34	128.50	5.12	0.00	41.37	0.00	0.00	0.00	0.72	351.00	3.10	0.00	0.00	8.51	0.19	39.93	4588.35	472037.28	
215.00	499.00	299.00	0.00	347.00	10234.00	0.70	1.41	0.84	460.00	10234.00	29.49	23.00	39.00	3.35	11.20	1.44	0.00	29.49	0.00	0.00	0.00	0.70	347.00	3.07	0.03	0.02	6.04	0.52	2.25	180.91	4985.77	
216.00	989.00	696.00	0.00	347.00	19587.00	0.88	2.11	2.05	540.00	19587.00	56.45	25.00	98.00	21.96	482.22	5.86	0.00	56.45	0.00	0.00	0.00	0.79	347.00	3.07	0.06	0.00	8.80	0.14	62.45	9412.95	5274990.00	
217.00	274.00	105.00	0.00	343.00	16481.00	0.77	1.57	2.20	525.00	16481.00	48.05	25.00	73.00	12.83	164.70	4.95	0.00	48.05	0.00	0.00	0.00	0.74	343.00	3.03	0.04	0.00	8.43	0.24	40.56	-1196.03	589409.44	
218.00	997.00	598.00	0.00	343.00	20949.00	0.58	1.23	2.23	441.00	20949.00	61.08	25.00	98.00	22.66	513.29	7.72	0.00	61.08	0.00	0.00	0.00	0.65	343.00	3.03	0.03	0.00	8.84	0.11	114.76	-15005.42	4819950.00	
219.00	1126.00	763.00	0.00	343.00	13821.00	0.63	1.29	2.56	440.00	13821.00	40.29	25.00	62.00	10.63	113.04	4.35	0.00	40.29	0.00	0.00	0.00	0.63	343.00	3.03	0.00	0.00	8.34	0.19	24.97	2210.51	303930.81	
220.00	1138.00	29.00	0.00	339.00	12334.00	0.89	2.18	2.40	552.00	12334.00	36.38	23.00	53.00	7.79	60.68	3.72	0.00	36.38	0.00	0.00	0.00	0.81	339.00	3.00	0.01	0.00	8.12	0.21	25.23	503.86	78073.04	
221.00	348.00	401.00	0.00	333.00	15677.00	0.56	1.21	2.01	399.00	15677.00	47.08	23.00	71.00	13.36	178.51	5.54	0.00	47.08	0.00	0.00	0.00	0.63	333.00	2.94	0.02	0.00	8.63	0.13	46.34	-540.80	634733.94	
222.00	988.00	517.00	0.00	330.00	14063.00	0.67	1.36	1.96	414.00	14063.00	42.62	25.00	73.00	13.34	178.06	5.30	0.00	42.62	0.00	0.00	0.00	0.64	330.00	2.92	0.00	0.00	8.55	0.14	39.28	7172.93	838190.81	
223.00	1265.00	627.00	0.00	324.00	13804.00	0.56	1.21	2.64	420.00	13804.00	42.60	25.00	57.00	8.95	80.13	4.18	0.00	42.60	0.00	0.00	0.00	0.62	324.00	2.86	0.03	0.00	7.96	0.23	27.29	-1848.33	120485.24	
224.00	529.00	633.00	0.00	324.00	15337.00	0.54	1.19	2.56	420.00	15337.00	47.34	25.00	72.00	13.74	188.92	6.14	0.00	47.34	0.00	0.00	0.00	0.61	324.00	2.86	0.00	0.00	8.64	0.19	55.61	-391.22	764516.81	
225.00	6.00	118.00	0.00	320.00	18822.00	0.79	1.63	1.53	375.00	18822.00	58.82	24.00	96.00	22.76	517.97	6.85	0.00	58.82	0.00	0.00	0.00	0.67	320.00	2.83	0.00	0.00	8.73	0.16	49.51	4486.38	5768772.50	
226.00	14.00	534.00	0.00	319.00	12851.00	0.43	1.11	0.92	380.00	12851.00	40.29	23.00	61.00	11.47	131.64	4.55	0.00	40.29	0.00	0.00	0.00	0.62	319.00	2.82	0.02	0.00	8.28	0.20	28.86	1251.51	376889.22	
227.00	989.00	196.00	0.00	318.00	16807.00	0.74	1.48	3.09	504.00	16807.00	52.85	23.00	88.00	18.56	344.39	5.77	0.00	52.85	0.00	0.00	0.00	0.64	318.00	2.81	0.07	0.00	8.72	0.07	72.35	6726.24	2722390.25	
228.00	748.00	772.00	0.00	318.00	15706.00	0.80	1.65	2.45	440.00	15706.00	49.39	23.00	72.00	13.99	195.80	6.76	0.00	49.39	0.00	0.00	0.00	0.70	318.00	2.81	0.02	0.00	8.46	0.13	91.94	-6961.35	683404.56	
229.00	126.00	5.00	0.00	317.00	20435.00	0.85	1.88	3.05	364.00	20435.00	64.46	25.00	119.00	27.61	762.26	7.40	0.00	64.46	0.00	0.00	0.00	0.69	317.00	2.80	0.02	0.00	8.90	0.10	75.80	33171.35	14081967.00	
230.00	260.00	312.00	0.00	317.00	10492.00	0.83	1.80	2.69	476.00	10492.00	33.10	25.00	46.00	5.77	33.32	2.11	0.00	33.10	0.00	0.00	0.00	0.72	317.00	2.80	0.05	0.01	7.13	0.40	7.15	501.10	30747.85	
231.00	673.00	98.00	0.00	316.00	8946.00	0.57	1.22	0.51	399.00	8946.00	28.31	23.00	36.00	2.67	7.12	1.35	0.00	28.31	0.00	0.00	0.00	0.64	316.00	2.79	0.01	0.03	5.81	0.50	2.84	84.35	1651.30	
232.00	409.00	131.00	0.00	315.00	9821.00	0.80	1.66	1.78	375.00	9821.00	31.18	25.00	39.00	3.11	9.69	1.56	0.00	31.18	0.00	0.00	0.00	0.68	315.00	2.79	0.03	0.02	6.29	0.43	4.24	-16.94	2046.42	
233.00	1190.00	61.00	0.00	314.00	9302.00	0.44	1.12	3.08	360.00	9302.00	29.62	25.00	37.00	3.03	9.16	1.53	0.00	29.62	0.00	0.00	0.00	0.63	314.00	2.78	0.00	0.02	6.13	0.43	3.52	74.19	2076.13	
234.00	446.00	374.00	0.00	314.00	12977.00	0.60	1.25	2.96	414.00	12977.00	41.33	25.00	59.00	10.27	105.57	3.47	0.00	41.33	0.00	0.00	0.00	0.62	314.00	2.78	0.04	0.00	8.17	0.20	21.50	23.82	225031.77	
235.00	182.00	609.00	0.00	313.00	17428.00	0.51	1.16	2.85	378.00	17428.00	55.68	25.00	93.00	20.39	415.71	8.70	0.00	55.68	0.00	0.00	0.00	0.62	313.00	2.77	0.00	0.00	8.85	0.12	98.94	3073.75	3624580.00	
236.00	11.00	311.00	0.00	311.00	9237.00	0.84	1.87	3.05	435.00	9237.00	29.70	23.00	47.00	5.20	27.08	2.10	0.00	29.70	0.00	0.00	0.00	0.71	311.00	2.75	0.04	0.01	6.71	0.36	9.04	1317.94	40558.91	
237.00	758.00	806.00	0.00	311.00	14270.00	0.76	1.55	2.20	418.00	14270.00	45.88	25.00	65.00	11.20	125.40	5.97	0.00	45.88	0.00	0.00	0.00	0.67	311.00	2.75	0.00	0.00	8.32	0.18	61.27	-2916.32	271504.94	
238.00	130.00	111.00	0.00	309.00	9073.00	0.80	1.66	3.09	375.00	9073.00	29.36	24.00	37.00	3.16	10.00	1.67	0.00	29.36	0.00	0.00	0.00	0.66	309.00	2.73	0.03	0.02	6.12	0.48	3.35	54.05	2685.28	
239.00	320.00	582.00	0.00	307.00	14600.00	0.86	1.93	2.00	425.00	14600.00	47.56	25.00	78.00	15.40	237.30	7.42	0.00	47.56	0.00	0.00	0.00	0.71	307.00	2.71	0.00	0.00	8.67	0.07	90.16	3864.86	1093813.25	
240.00	390.00	641.00	0.00	307.00	19334.00	0.44	1.11	2.71	462.00	19334.00	62.98	25.00	109.00	23.91	571.73	8.40	0.00	62.98	0.00	0.00	0.00	0.62	307.00	2.71	0.04	0.00	8.65	0.12	159.67	-20583.35	5555147.00	
241.00	479.00	172.00	0.00	302.00	8324.00	0.72	1.45	0.08	384.00	8324.00	27.56	21.00	37.00	2.96	8.79	1.43	0.00	27.56	0.00	0.00	0.00	0.63	302.00	2.67	0.05	0.03	5.90	0.52	3.23	92.82	4023.36	
242.00	989.00	850.00	0.00	301.00	13741.00	0.78	1.59	3.02	375.00	13741.00	45.65	24.00	76.00	15.16	229.87	4.62	0.00	45.65	0.00	0.00	0.00	0.68	301.00	2.66	0.00	0.00	8.39	0.15	30.60	8108.31	1285670.12	
243.00	249.00	301.00	0.00	300.00	10079.00	0.76	1.54	1.88	442.00	10079.00	33.60	25.00	47.00	5.92	35.10	1.99	0.00	33.60	0.00	0.00	0.00	0.64	300.00	2.65	0.07	0.01	7.03	0.41	5.13	704.19	36425.63	
244.00	822.00	534.00	0.00	296.00	15981.00	0.72	1.43	2.22	414.00	15981.00	53.99	25.00	87.00	18.07	326.60	4.32	0.00	53.99	0.00	0.00	0.00	0.65	296.00	2.62	0.09	0.00	8.58	0.18	27.70	84.24	2609600.50	
245.00	1164.00	736.00	0.00	296.00	16315.00	0.66	1.33	2.49	360.00	16315.00	55.12	25.00	97.00	20.45	418.30	9.15	0.00	55.12	0.00	0.00	0.00	0.63	296.00	2.62	0.00	0.00	8.76	0.06	133.00	6727.17	3387342.00	
246.00	566.00	351.00	0.00	295.00	10757.00	0.58	1.22	2.37	361.00	10757.00	36.46	25.00	54.00	8.20	67.26	3.47	0.00	36.46	0.00	0.00	0.00	0.62	295.00	2.61	0.01	0.01	7.71	0.22	16.49	1555.04	111351.09	
247.00	1022.00	680.00	0.00	295.00	13558.00	0.64	1.31	2.06	418.00	13558.00	45.96	25.00	70.00	13.72	188.13	6.02	0.00	45.96	0.00	0.00	0.00	0.62	295.00	2.61	0.03	0.00	8.44	0.12	67.46	-203.34	636657.25	
248.00	130.00	124.00	0.00	294.00	9691.00	0.65	1.32	0.13	475.00	9691.00	32.96	23.00	51.00	6.79	46.06	2.57	0.00	32.96	0.00	0.00	0.00	0.66	294.00	2.60	0.07	0.01	7.55	0.25	15.18	1204.78	71168.70	
249.00	287.00	472.00	0.00	292.00	9684.00	0.84	1.84	0.48	456.00	9684.00	33.16	25.00	42.00	5.01	25.07	1.82	0.00	33.16	0.00	0.00	0.00	0.72	292.00	2.58	0.06	0.01	6.70	0.43	4.99	-185.80	13439.61	
250.00	758.00	69.00	0.00	288.00	11026.00	0.62	1.27	2.03	340.00	11026.00	38.28	25.00	56.00	8.34	69.60	4.18	0.00	38.28	0.00	0.00	0.00	0.62	288.00	2.55	0.00	0.01	7.94	0.24	27.07	83.50	102501.20	
251.00	224.00	760.00	0.00	284.00	9237.00	0.65	1.31	0.47	340.00	9237.00	32.52	25.00	43.00	5.35	28.58	2.41	0.00	32.52	0.00	0.00	0.00	0.61	284.00	2.51	0.00	0.01	6.94	0.37	5.89	292.74	18977.22	
252.00	748.00	25.00	0.00	282.00	10812.00	0.55	1.20	2.69	323.00	10812.00	38.34	25.00	57.00	8.99	80.83	3.96	0.00	38.34	0.00	0.00	0.00	0.61	282.00	2.49	0.00	0.00	8.00	0.17	22.12	774.24	139550.55	
253.00	1221.00	163.00	0.00	280.00	11493.00	0.76	1.54	2.45	380.00	11493.00	41.05	22.00	65.00	12.26	150.25	5.54	0.00	41.05	0.00	0.00	0.00	0.68	280.00	2.48	0.01	0.00	8.39	0.16	64.20	420.95	437155.50	
254.00	1380.00	271.00	0.00	279.00	19242.00	0.78	1.59	1.83	360.00	19242.00	68.97	25.00	123.00	30.93	956.49	10.15	0.00	68.97	0.00	0.00	0.00	0.66	279.00	2.47	0.00	0.00	8.75	0.08	175.85	29276.00	18975396.00	
255.00	37.00	227.00	0.00	277.00	7719.00	0.78	1.59	2.17	396.00	7719.00	27.87	24.00	35.00	2.52	6.34	1.28	0.00	27.87	0.00	0.00	0.00	0.67	277.00	2.45	0.03	0.03	5.70	0.49	3.37	88.12	1433.60	
256.00	532.00	15.00	0.00	273.00	9565.00	0.36	1.07	3.09	342.00	9565.00	35.04	25.00	49.00	6.42	41.18	3.28	0.00	35.04	0.00	0.00	0.00	0.58	273.00	2.41	0.00	0.01	7.44	0.33	13.65	358.18	38339.66	
257.00	226.00	377.00	0.00	270.00	9398.00	0.79	1.62	2.69	336.00	9398.00	34.81	25.00	49.00	6.58	43.34	3.14	0.00	34.81	0.00	0.00	0.00	0.64	270.00	2.39	0.00	0.01	7.69	0.22	15.94	459.84	39577.15	
258.00	515.00	303.00	0.00	268.00	8073.00	0.50	1.16	1.72	288.00	8073.00	30.12	24.00	41.00	3.75	14.04	1.77	0.00	30.12	0.00	0.00	0.00	0.62	268.00	2.37	0.05	0.03	6.20	0.46	5.37	353.19	7886.42	
259.00	285.00	66.00	0.00	267.00	11619.00	0.35	1.07	0.73	361.00	11619.00	43.52	26.00	61.00	10.75	115.51	4.27	0.00	43.52	0.00	0.00	0.00	0.57	267.00	2.36	0.04	0.01	7.76	0.32	11.86	-2008.23	290028.84	
260.00	970.00	782.00	0.00	267.00	10369.00	0.60	1.25	2.32	306.00	10369.00	38.84	24.00	55.00	8.42	70.86	3.49	0.00	38.84	0.00	0.00	0.00	0.63	267.00	2.36	0.04	0.01	7.76	0.17	18.49	124.57	106696.43	
261.00	1255.00	247.00	0.00	265.00	10488.00	0.73	1.46	2.48	323.00	10488.00	39.58	23.00	55.00	8.09	65.49	4.16	0.00	39.58	0.00	0.00	0.00	0.64	265.00	2.34	0.02	0.01	7.93	0.26	29.23	-561.90	81406.24	
262.00	393.00	253.00	0.00	264.00	7609.00	0.91	2.41	2.03	476.00	7609.00	28.82	25.00	36.00	2.90	8.44	1.68	0.00	28.82	0.00	0.00	0.00	0.77	264.00	2.33	0.03	0.02	6.09	0.38	5.05	78.64	1814.44	
263.00	263.00	294.00	0.00	262.00	7944.00	0.76	1.53	0.84	342.00	7944.00	30.32	25.00	37.00	2.51	6.30	1.35	0.00	30.32	0.00	0.00	0.00	0.65	262.00	2.32	0.06	0.03	5.56	0.53	2.54	-34.60	830.17	
264.00	1252.00	265.00	0.00	260.00	9583.00	0.79	1.62	1.77	294.00	9583.00	36.86	22.00	57.00	9.32	86.89	4.16	0.00	36.86	0.00	0.00	0.00	0.63	260.00	2.30	0.02	0.00	8.18	0.25	30.95	1556.74	175526.28	
265.00	1120.00	3.00	0.00	259.00	14608.00	0.94	2.97	3.12	310.00	14608.00	56.40	23.00	101.00	23.35	545.24	7.57	0.00	56.40	0.00	0.00	0.00	0.76	259.00	2.29	0.01	0.00	8.46	0.11	91.74	-10.72	5764599.50	
266.00	422.00	128.00	0.00	259.00	7996.00	0.74	1.48	1.64	322.00	7996.00	30.87	25.00	39.00	3.45	11.89	1.63	0.00	30.87	0.00	0.00	0.00	0.64	259.00	2.29	0.04	0.02	6.30	0.46	3.59	33.65	3251.47	
267.00	619.00	216.00	0.00	259.00	9451.00	0.82	1.76	0.11	336.00	9451.00	36.49	25.00	55.00	7.63	58.28	4.04	0.00	36.49	0.00	0.00	0.00	0.64	259.00	2.29	0.00	0.01	7.85	0.25	18.53	566.62	72020.95	
268.00	649.00	626.00	0.00	258.00	9504.00	0.58	1.22	0.06	399.00	9504.00	36.84	25.00	46.00	6.00	35.99	2.98	0.00	36.84	0.00	0.00	0.00	0.59	258.00	2.28	0.04	0.01	7.08	0.32	14.50	-719.61	24215.59	
269.00	53.00	395.00	0.00	250.00	6909.00	0.74	1.48	1.98	391.00	6909.00	27.64	22.00	34.00	2.07	4.28	1.08	0.00	27.64	0.00	0.00	0.00	0.67	250.00	2.21	0.07	0.04	5.16	0.56	1.93	13.87	463.68	
270.00	806.00	545.00	0.00	244.00	7587.00	0.62	1.27	2.74	320.00	7587.00	31.09	23.00	41.00	4.13	17.10	2.04	0.00	31.09	0.00	0.00	0.00	0.60	244.00	2.16	0.04	0.01	6.73	0.33	6.29	138.46	6994.88	
271.00	57.00	845.00	0.00	241.00	11800.00	0.80	1.68	1.91	294.00	11800.00	48.96	25.00	68.00	11.37	129.31	4.16	0.00	48.96	0.00	0.00	0.00	0.64	241.00	2.13	0.06	0.01	7.83	0.23	31.18	-5160.78	350102.38	
272.00	970.00	801.00	0.00	240.00	8934.00	0.77	1.55	1.55	280.00	8934.00	37.22	25.00	55.00	8.10	65.63	4.02	0.00	37.22	0.00	0.00	0.00	0.62	240.00	2.12	0.05	0.01	7.83	0.21	20.66	1202.24	103678.16	
273.00	1312.00	5.00	0.00	238.00	15721.00	0.83	1.81	2.93	299.00	15721.00	66.05	23.00	111.00	29.65	878.84	10.62	0.00	66.05	0.00	0.00	0.00	0.65	238.00	2.10	0.00	0.00	8.49	0.06	249.34	-3083.63	13573687.00	
274.00	1279.00	621.00	0.00	237.00	11866.00	0.84	1.82	1.22	352.00	11866.00	50.07	25.00	69.00	11.17	124.85	4.13	0.00	50.07	0.00	0.00	0.00	0.65	237.00	2.10	0.10	0.00	7.90	0.21	23.80	-4674.60	391743.06	
275.00	81.00	559.00	0.00	235.00	6875.00	0.74	1.49	2.17	336.00	6875.00	29.26	24.00	37.00	2.84	8.09	1.42	0.00	29.26	0.00	0.00	0.00	0.64	235.00	2.08	0.05	0.03	5.73	0.48	3.48	21.28	1494.59	
276.00	409.00	239.00	0.00	233.00	7415.00	0.72	1.44	2.70	285.00	7415.00	31.82	24.00	45.00	5.33	28.43	2.50	0.00	31.82	0.00	0.00	0.00	0.60	233.00	2.06	0.02	0.01	7.12	0.30	9.81	435.60	19627.15	
277.00	530.00	748.00	0.00	229.00	7374.00	0.78	1.61	1.84	294.00	7374.00	32.20	25.00	38.00	3.38	11.43	2.08	0.00	32.20	0.00	0.00	0.00	0.64	229.00	2.02	0.04	0.02	6.39	0.38	7.27	-97.38	2458.33	
278.00	364.00	477.00	0.00	225.00	7337.00	0.86	1.94	2.71	308.00	7337.00	32.61	24.00	46.00	5.59	31.30	2.23	0.00	32.61	0.00	0.00	0.00	0.69	225.00	1.99	0.07	0.01	7.08	0.38	8.38	529.87	27566.04	
279.00	49.00	833.00	0.00	224.00	10188.00	0.90	2.24	2.96	324.00	10188.00	45.48	25.00	63.00	11.80	139.13	4.37	0.00	45.48	0.00	0.00	0.00	0.67	224.00	1.98	0.06	0.01	7.74	0.22	28.38	-2877.61	365901.09	
280.00	43.00	846.00	0.00	223.00	10864.00	0.72	1.45	1.10	270.00	10864.00	48.72	24.00	68.00	12.20	148.88	4.04	0.00	48.72	0.00	0.00	0.00	0.63	223.00	1.97	0.06	0.01	7.83	0.27	11.70	-5598.45	579632.62	
281.00	1008.00	423.00	0.00	222.00	8679.00	0.90	2.27	2.51	418.00	8679.00	39.09	24.00	70.00	10.16	103.31	4.86	0.00	39.09	0.00	0.00	0.00	0.74	222.00	1.96	0.08	0.00	7.89	0.16	51.30	5706.97	359465.72	
282.00	1114.00	518.00	0.00	219.00	7666.00	0.65	1.31	2.35	306.00	7666.00	35.00	25.00	47.00	6.12	37.42	2.99	0.00	35.00	0.00	0.00	0.00	0.58	219.00	1.94	0.03	0.01	7.35	0.22	15.54	-124.57	25404.83	
283.00	515.00	851.00	0.00	215.00	10886.00	0.87	2.03	0.03	300.00	10886.00	50.63	22.00	83.00	16.21	262.64	5.21	0.00	50.63	0.00	0.00	0.00	0.64	215.00	1.90	0.05	0.00	8.19	0.12	53.95	1452.92	1549114.88	
284.00	699.00	244.00	0.00	212.00	7532.00	0.58	1.23	2.89	238.00	7532.00	35.53	23.00	49.00	6.77	45.80	3.18	0.00	35.53	0.00	0.00	0.00	0.59	212.00	1.87	0.03	0.01	7.47	0.23	13.92	-50.08	42175.77	
