ID	centroid_x	centroid_y	centroid_z	volume	integrated_intensity	eccentricity	elongation	orientation	bounding_box_volume	sum	mean	minimum	maximum	sigma	variance	surface_gradient	interior_gradient	surface_intensity	interior_intensity	intensity_ratio	convexity	radius_variation	surface_area	shape	shared_boundary	t_energy	t_entropy	inverse_diff_moment	inertia	cluster_shade	cluster_prominence	
16.00	1153.00	446.00	0.00	682.00	46162.00	0.61	1.26	1.34	891.00	46162.00	67.69	25.00	145.00	32.97	1086.89	9.15	0.00	67.69	0.00	0.00	0.00	0.75	682.00	6.03	0.00	0.00	9.90	0.09	115.62	117975.59	34007932.00	
17.00	1138.00	841.00	0.00	680.00	27208.00	0.63	1.29	2.31	870.00	27208.00	40.01	21.00	59.00	9.82	96.52	3.07	0.00	40.01	0.00	0.00	0.00	0.76	680.00	6.01	0.00	0.00	8.42	0.23	13.64	81.42	208001.64	
18.00	941.00	841.00	0.00	675.00	54964.00	0.65	1.32	2.21	960.00	54964.00	81.43	22.00	157.00	38.19	1458.85	10.04	0.00	81.43	0.00	0.00	0.00	0.76	675.00	5.97	0.02	0.00	9.89	0.07	201.51	76494.42	56657144.00	
19.00	998.00	176.00	0.00	673.00	51868.00	0.49	1.15	0.09	837.00	51868.00	77.07	25.00	155.00	34.27	1174.46	8.02	0.00	77.07	0.00	0.00	0.00	0.77	673.00	5.95	0.05	0.00	9.84	0.12	72.81	70810.05	44102456.00	
20.00	581.00	13.00	0.00	671.00	35544.00	0.83	1.80	0.30	925.00	35544.00	52.97	21.00	115.00	23.14	535.35	7.35	0.00	52.97	0.00	0.00	0.00	0.83	671.00	5.93	0.01	0.00	9.54	0.14	55.39	70121.81	10985288.00	
21.00	1159.00	262.00	0.00	670.00	52755.00	0.60	1.25	1.59	945.00	52755.00	78.74	25.00	159.00	38.63	1492.44	10.18	0.00	78.74	0.00	0.00	0.00	0.75	670.00	5.92	0.02	0.00	9.97	0.05	175.44	125602.46	59882556.00	
22.00	1330.00	317.00	0.00	668.00	42898.00	0.78	1.58	2.98	1040.00	42898.00	64.22	25.00	104.00	21.51	462.88	5.74	0.00	64.22	0.00	0.00	0.00	0.79	668.00	5.91	0.04	0.00	9.58	0.11	63.59	-6039.12	5207812.00	
23.00	358.00	588.00	0.00	664.00	45559.00	0.75	1.52	1.85	850.00	45559.00	68.61	23.00	126.00	30.90	954.99	8.88	0.00	68.61	0.00	0.00	0.00	0.78	664.00	5.87	0.01	0.00	9.87	0.09	121.51	40756.79	20809242.00	
24.00	1373.00	21.00	0.00	661.00	40772.00	0.84	1.82	2.22	1015.00	40772.00	61.68	23.00	122.00	28.42	807.57	7.54	0.00	61.68	0.00	0.00	0.00	0.87	661.00	5.84	0.01	0.00	9.71	0.08	116.28	71286.80	17498834.00	
25.00	12.00	67.00	0.00	641.00	38352.00	0.48	1.14	1.32	806.00	38352.00	59.83	22.00	114.00	25.40	645.10	6.91	0.00	59.83	0.00	0.00	0.00	0.73	641.00	5.67	0.01	0.00	9.62	0.17	53.27	38662.59	11279551.00	
26.00	729.00	494.00	0.00	618.00	38235.00	0.76	1.53	2.56	952.00	38235.00	61.87	25.00	121.00	26.06	679.23	7.32	0.00	61.87	0.00	0.00	0.00	0.79	618.00	5.46	0.03	0.00	9.76	0.08	104.56	51431.41	12541970.00	
27.00	477.00	556.00	0.00	613.00	31814.00	0.58	1.23	0.09	891.00	31814.00	51.90	25.00	92.00	19.58	383.33	5.22	0.00	51.90	0.00	0.00	0.00	0.74	613.00	5.42	0.02	0.00	9.24	0.16	27.10	16349.07	4024860.00	
28.00	442.00	36.00	0.00	610.00	36330.00	0.50	1.16	1.04	841.00	36330.00	59.56	23.00	125.00	28.53	814.01	6.84	0.00	59.56	0.00	0.00	0.00	0.75	610.00	5.39	0.04	0.00	9.39	0.17	47.44	81602.91	19930490.00	
29.00	867.00	678.00	0.00	608.00	42810.00	0.77	1.58	0.85	868.00	42810.00	70.41	22.00	152.00	37.51	1407.25	8.36	0.00	70.41	0.00	0.00	0.00	0.82	608.00	5.38	0.04	0.00	9.77	0.11	91.52	229861.17	60246836.00	
30.00	97.00	565.00	0.00	602.00	26328.00	0.63	1.29	2.29	812.00	26328.00	43.73	25.00	77.00	13.81	190.73	3.79	0.00	43.73	0.00	0.00	0.00	0.77	602.00	5.32	0.03	0.00	8.81	0.24	19.67	11202.32	1239709.50	
31.00	1273.00	509.00	0.00	598.00	40227.00	0.68	1.36	2.39	728.00	40227.00	67.27	25.00	127.00	32.23	1038.53	7.70	0.00	67.27	0.00	0.00	0.00	0.77	598.00	5.29	0.02	0.00	9.71	0.09	111.83	56804.05	23959584.00	
32.00	25.00	184.00	0.00	594.00	36189.00	0.71	1.41	2.46	754.00	36189.00	60.92	24.00	107.00	26.81	718.60	7.71	0.00	60.92	0.00	0.00	0.00	0.76	594.00	5.25	0.01	0.00	9.41	0.14	103.66	3052.63	10480012.00	
33.00	57.00	453.00	0.00	589.00	27058.00	0.71	1.42	1.90	744.00	27058.00	45.94	25.00	69.00	12.12	146.99	4.65	0.00	45.94	0.00	0.00	0.00	0.74	589.00	5.21	0.00	0.00	8.99	0.17	33.66	94.07	480091.97	
34.00	1236.00	311.00	0.00	585.00	38826.00	0.75	1.51	2.25	756.00	38826.00	66.37	23.00	115.00	27.00	729.10	8.07	0.00	66.37	0.00	0.00	0.00	0.80	585.00	5.17	0.02	0.00	9.54	0.13	129.16	-4249.54	11284945.00	
35.00	976.00	759.00	0.00	585.00	35938.00	0.74	1.47	2.11	783.00	35938.00	61.43	25.00	106.00	23.37	546.22	7.16	0.00	61.43	0.00	0.00	0.00	0.78	585.00	5.17	0.03	0.00	9.53	0.07	92.57	9795.29	6765946.00	
36.00	438.00	275.00	0.00	581.00	38181.00	0.60	1.25	0.18	806.00	38181.00	65.72	25.00	117.00	27.09	734.09	8.09	0.00	65.72	0.00	0.00	0.00	0.73	581.00	5.14	0.02	0.00	9.58	0.15	55.69	13882.16	13551855.00	
37.00	75.00	670.00	0.00	577.00	28945.00	0.58	1.22	1.63	725.00	28945.00	50.16	23.00	91.00	18.07	326.58	5.68	0.00	50.16	0.00	0.00	0.00	0.73	577.00	5.10	0.00	0.00	9.27	0.16	35.95	9302.24	2819623.50	
38.00	928.00	300.00	0.00	572.00	35968.00	0.68	1.37	2.12	775.00	35968.00	62.88	24.00	127.00	29.67	880.27	8.46	0.00	62.88	0.00	0.00	0.00	0.74	572.00	5.06	0.03	0.00	9.65	0.10	116.88	52956.84	18620098.00	
39.00	751.00	641.00	0.00	569.00	30070.00	0.81	1.69	2.18	780.00	30070.00	52.85	25.00	92.00	19.41	376.63	6.40	0.00	52.85	0.00	0.00	0.00	0.80	569.00	5.03	0.00	0.00	9.41	0.10	70.23	10912.15	3252711.25	
40.00	1081.00	731.00	0.00	562.00	28952.00	0.75	1.51	2.37	841.00	28952.00	51.52	25.00	94.00	19.20	368.60	6.10	0.00	51.52	0.00	0.00	0.00	0.77	562.00	4.97	0.01	0.00	9.38	0.09	64.65	17476.04	3483467.25	
41.00	955.00	321.00	0.00	560.00	30674.00	0.92	2.59	1.97	897.00	30674.00	54.78	25.00	101.00	21.10	445.41	8.05	0.00	54.78	0.00	0.00	0.00	0.93	560.00	4.95	0.00	0.00	9.49	0.07	122.36	14757.96	4386538.50	
42.00	697.00	619.00	0.00	559.00	35536.00	0.50	1.16	2.40	729.00	35536.00	63.57	22.00	115.00	25.23	636.69	7.68	0.00	63.57	0.00	0.00	0.00	0.70	559.00	4.94	0.04	0.00	9.58	0.09	93.42	8362.49	10372071.00	
43.00	1251.00	14.00	0.00	557.00	37596.00	0.69	1.38	2.83	690.00	37596.00	67.50	25.00	125.00	31.24	975.67	9.61	0.00	67.50	0.00	0.00	0.00	0.73	557.00	4.93	0.00	0.00	9.59	0.09	136.57	33809.37	20902262.00	
44.00	858.00	320.00	0.00	557.00	27678.00	0.76	1.53	3.00	682.00	27678.00	49.69	25.00	80.00	15.82	250.16	4.55	0.00	49.69	0.00	0.00	0.00	0.76	557.00	4.93	0.02	0.00	8.98	0.16	25.41	942.55	1425379.88	
45.00	734.00	184.00	0.00	554.00	34542.00	0.78	1.59	2.11	775.00	34542.00	62.35	25.00	121.00	26.04	678.21	8.85	0.00	62.35	0.00	0.00	0.00	0.77	554.00	4.90	0.00	0.00	9.58	0.07	123.95	21823.66	10767465.00	
46.00	973.00	173.00	0.00	553.00	30467.00	0.87	2.03	2.35	957.00	30467.00	55.09	21.00	111.00	22.86	522.63	7.43	0.00	55.09	0.00	0.00	0.00	0.90	553.00	4.89	0.03	0.00	9.53	0.09	127.52	28655.40	7226939.50	
47.00	170.00	73.00	0.00	552.00	30564.00	0.70	1.39	2.48	729.00	30564.00	55.37	25.00	108.00	24.17	584.05	7.18	0.00	55.37	0.00	0.00	0.00	0.76	552.00	4.88	0.00	0.00	9.44	0.11	77.20	47622.54	9073245.00	
48.00	1296.00	637.00	0.00	552.00	34959.00	0.73	1.46	1.22	696.00	34959.00	63.33	22.00	123.00	26.53	703.67	8.01	0.00	63.33	0.00	0.00	0.00	0.74	552.00	4.88	0.03	0.00	9.49	0.11	59.20	50877.52	14505083.00	
49.00	775.00	672.00	0.00	552.00	28184.00	0.68	1.36	2.70	837.00	28184.00	51.06	25.00	83.00	17.19	295.38	5.46	0.00	51.06	0.00	0.00	0.00	0.72	552.00	4.88	0.02	0.00	9.15	0.10	53.14	1276.02	1901927.00	
50.00	630.00	119.00	0.00	547.00	37751.00	0.84	1.83	2.62	825.00	37751.00	69.01	24.00	116.00	27.15	737.39	7.39	0.00	69.01	0.00	0.00	0.00	0.82	547.00	4.84	0.04	0.00	9.58	0.14	84.63	-17776.60	12313857.00	
51.00	808.00	520.00	0.00	546.00	36731.00	0.53	1.18	2.59	810.00	36731.00	67.27	23.00	115.00	28.14	791.67	8.15	0.00	67.27	0.00	0.00	0.00	0.71	546.00	4.83	0.03	0.00	9.43	0.15	78.72	-2106.57	14624901.00	
52.00	1314.00	136.00	0.00	545.00	43215.00	0.82	1.75	2.49	800.00	43215.00	79.29	25.00	160.00	39.79	1583.44	12.07	0.00	79.29	0.00	0.00	0.00	0.81	545.00	4.82	0.02	0.00	9.72	0.05	318.61	106451.29	62353164.00	
53.00	838.00	521.00	0.00	545.00	30659.00	0.68	1.37	1.52	744.00	30659.00	56.26	25.00	95.00	20.44	417.87	6.20	0.00	56.26	0.00	0.00	0.00	0.71	545.00	4.82	0.02	0.00	9.34	0.11	55.77	1918.88	3895055.75	
54.00	621.00	525.00	0.00	545.00	42387.00	0.73	1.45	1.49	736.00	42387.00	77.77	23.00	134.00	30.67	940.68	8.75	0.00	77.77	0.00	0.00	0.00	0.75	545.00	4.82	0.05	0.00	9.56	0.13	122.32	-26969.48	21380976.00	
55.00	352.00	99.00	0.00	541.00	37645.00	0.45	1.12	2.83	624.00	37645.00	69.58	22.00	130.00	31.17	971.41	9.34	0.00	69.58	0.00	0.00	0.00	0.72	541.00	4.78	0.01	0.00	9.58	0.07	113.66	32507.16	22800590.00	
56.00	719.00	627.00	0.00	541.00	29903.00	0.79	1.61	2.46	754.00	29903.00	55.27	22.00	92.00	19.34	374.05	6.68	0.00	55.27	0.00	0.00	0.00	0.78	541.00	4.78	0.02	0.00	9.32	0.15	89.80	732.87	2943843.75	
57.00	987.00	733.00	0.00	538.00	34379.00	0.66	1.33	2.30	783.00	34379.00	63.90	24.00	117.00	27.94	780.64	7.50	0.00	63.90	0.00	0.00	0.00	0.75	538.00	4.76	0.04	0.00	9.54	0.07	120.04	36165.21	15023809.00	
58.00	25.00	370.00	0.00	535.00	39215.00	0.43	1.11	1.71	675.00	39215.00	73.30	25.00	135.00	31.83	1013.27	8.97	0.00	73.30	0.00	0.00	0.00	0.71	535.00	4.73	0.02	0.00	9.57	0.09	89.69	-1866.88	24600470.00	
59.00	985.00	440.00	0.00	535.00	31765.00	0.83	1.79	2.55	780.00	31765.00	59.37	22.00	115.00	28.63	819.81	8.83	0.00	59.37	0.00	0.00	0.00	0.82	535.00	4.73	0.02	0.00	9.43	0.07	180.25	33935.01	14151761.00	
60.00	196.00	468.00	0.00	535.00	25342.00	0.57	1.22	2.23	624.00	25342.00	47.37	25.00	75.00	14.64	214.34	5.14	0.00	47.37	0.00	0.00	0.00	0.73	535.00	4.73	0.00	0.00	9.04	0.13	39.91	693.90	965392.44	
61.00	1228.00	751.00	0.00	534.00	26104.00	0.65	1.32	0.87	650.00	26104.00	48.88	24.00	91.00	18.62	346.77	5.70	0.00	48.88	0.00	0.00	0.00	0.73	534.00	4.72	0.01	0.00	9.09	0.15	29.56	22006.82	3506633.25	
62.00	746.00	475.00	0.00	527.00	33326.00	0.44	1.11	2.73	756.00	33326.00	63.24	24.00	106.00	22.08	487.49	6.72	0.00	63.24	0.00	0.00	0.00	0.71	527.00	4.66	0.04	0.00	9.38	0.11	78.69	-8988.84	5490048.00	
63.00	560.00	33.00	0.00	526.00	33383.00	0.73	1.47	2.33	729.00	33383.00	63.47	22.00	118.00	27.21	740.17	8.70	0.00	63.47	0.00	0.00	0.00	0.75	526.00	4.65	0.01	0.00	9.56	0.11	130.35	20284.39	11856412.00	
64.00	838.00	136.00	0.00	526.00	42035.00	0.76	1.55	2.26	700.00	42035.00	79.91	25.00	181.00	43.33	1877.69	13.73	0.00	79.91	0.00	0.00	0.00	0.76	526.00	4.65	0.00	0.00	9.64	0.05	344.73	289394.88	101437816.00	
65.00	340.00	423.00	0.00	525.00	27938.00	0.47	1.13	2.70	676.00	27938.00	53.22	21.00	100.00	21.14	446.84	6.34	0.00	53.22	0.00	0.00	0.00	0.70	525.00	4.64	0.01	0.00	9.32	0.09	56.28	24634.50	5346408.50	
66.00	1293.00	609.00	0.00	523.00	26203.00	0.54	1.19	2.40	756.00	26203.00	50.10	22.00	79.00	15.29	233.84	4.70	0.00	50.10	0.00	0.00	0.00	0.75	523.00	4.62	0.03	0.00	8.93	0.24	40.13	-5771.81	1285098.75	
67.00	1052.00	496.00	0.00	522.00	29700.00	0.70	1.41	2.49	675.00	29700.00	56.90	25.00	106.00	23.96	573.92	7.62	0.00	56.90	0.00	0.00	0.00	0.73	522.00	4.62	0.00	0.00	9.46	0.07	92.71	26298.59	7713223.00	
68.00	551.00	108.00	0.00	521.00	34018.00	0.74	1.48	2.36	676.00	34018.00	65.29	23.00	114.00	27.02	730.08	9.03	0.00	65.29	0.00	0.00	0.00	0.75	521.00	4.61	0.00	0.00	9.48	0.09	143.14	491.96	10503684.00	
69.00	326.00	682.00	0.00	520.00	31696.00	0.48	1.14	2.37	625.00	31696.00	60.95	25.00	115.00	25.68	659.39	8.17	0.00	60.95	0.00	0.00	0.00	0.70	520.00	4.60	0.00	0.00	9.47	0.10	85.70	37209.48	10987146.00	
70.00	806.00	800.00	0.00	520.00	28897.00	0.79	1.64	2.52	725.00	28897.00	55.57	25.00	106.00	23.02	530.10	7.60	0.00	55.57	0.00	0.00	0.00	0.77	520.00	4.60	0.00	0.00	9.45	0.07	100.53	26320.94	6706783.00	
71.00	990.00	332.00	0.00	519.00	39558.00	0.48	1.14	3.02	725.00	39558.00	76.22	23.00	133.00	34.30	1176.60	8.91	0.00	76.22	0.00	0.00	0.00	0.75	519.00	4.59	0.05	0.00	9.51	0.07	146.47	-22166.69	30569440.00	
72.00	1331.00	732.00	0.00	519.00	22792.00	0.63	1.28	2.44	650.00	22792.00	43.92	25.00	73.00	14.00	195.94	4.52	0.00	43.92	0.00	0.00	0.00	0.71	519.00	4.59	0.00	0.00	8.92	0.15	31.06	5035.31	900887.06	
73.00	883.00	729.00	0.00	517.00	35956.00	0.66	1.33	1.98	700.00	35956.00	69.55	25.00	120.00	27.62	762.89	8.68	0.00	69.55	0.00	0.00	0.00	0.73	517.00	4.57	0.03	0.00	9.50	0.07	139.73	-7610.96	12948062.00	
74.00	545.00	823.00	0.00	515.00	30776.00	0.61	1.26	2.46	784.00	30776.00	59.76	25.00	105.00	23.24	540.28	7.30	0.00	59.76	0.00	0.00	0.00	0.70	515.00	4.55	0.02	0.00	9.39	0.07	94.16	13297.56	6684149.50	
75.00	507.00	232.00	0.00	513.00	20429.00	0.73	1.46	3.13	630.00	20429.00	39.82	23.00	64.00	11.19	125.16	3.68	0.00	39.82	0.00	0.00	0.00	0.72	513.00	4.54	0.00	0.00	8.56	0.23	19.10	2854.55	379697.00	
76.00	1183.00	219.00	0.00	512.00	28716.00	0.80	1.66	2.51	810.00	28716.00	56.09	25.00	100.00	21.93	480.83	7.37	0.00	56.09	0.00	0.00	0.00	0.77	512.00	4.53	0.02	0.00	9.44	0.07	105.59	17258.81	5296317.00	
77.00	188.00	641.00	0.00	512.00	33203.00	0.67	1.35	2.36	675.00	33203.00	64.85	25.00	120.00	27.52	757.55	8.61	0.00	64.85	0.00	0.00	0.00	0.73	512.00	4.53	0.02	0.00	9.52	0.10	126.16	29938.95	13649999.00	
78.00	1298.00	663.00	0.00	512.00	24161.00	0.61	1.26	2.08	675.00	24161.00	47.19	22.00	82.00	15.76	248.22	4.89	0.00	47.19	0.00	0.00	0.00	0.72	512.00	4.53	0.03	0.00	9.08	0.13	37.85	7433.36	1550394.38	
79.00	1350.00	299.00	0.00	510.00	31079.00	0.69	1.38	2.61	696.00	31079.00	60.94	25.00	96.00	20.73	429.93	7.21	0.00	60.94	0.00	0.00	0.00	0.72	510.00	4.51	0.02	0.00	9.37	0.12	100.06	-8911.77	3810650.75	
80.00	1024.00	382.00	0.00	510.00	32481.00	0.81	1.72	2.24	700.00	32481.00	63.69	25.00	109.00	25.69	659.80	9.09	0.00	63.69	0.00	0.00	0.00	0.79	510.00	4.51	0.00	0.00	9.46	0.07	154.15	-661.70	8247256.50	
81.00	927.00	665.00	0.00	509.00	30997.00	0.80	1.68	2.46	780.00	30997.00	60.90	25.00	104.00	23.97	574.68	8.50	0.00	60.90	0.00	0.00	0.00	0.79	509.00	4.50	0.01	0.00	9.38	0.05	140.61	3695.56	6511244.00	
82.00	1017.00	754.00	0.00	506.00	29527.00	0.68	1.36	1.82	616.00	29527.00	58.35	25.00	110.00	24.64	607.28	8.09	0.00	58.35	0.00	0.00	0.00	0.71	506.00	4.47	0.00	0.00	9.49	0.08	88.50	37616.56	9403536.00	
83.00	1279.00	770.00	0.00	506.00	32030.00	0.46	1.13	0.46	648.00	32030.00	63.30	21.00	112.00	25.68	659.70	8.36	0.00	63.30	0.00	0.00	0.00	0.69	506.00	4.47	0.02	0.00	9.50	0.11	78.09	10116.85	10065382.00	
84.00	483.00	515.00	0.00	504.00	32125.00	0.67	1.34	2.19	702.00	32125.00	63.74	25.00	123.00	28.68	822.34	9.14	0.00	63.74	0.00	0.00	0.00	0.71	504.00	4.46	0.01	0.00	9.53	0.07	133.73	44934.13	15944226.00	
85.00	709.00	668.00	0.00	504.00	24621.00	0.60	1.25	2.56	600.00	24621.00	48.85	23.00	92.00	19.31	372.70	5.99	0.00	48.85	0.00	0.00	0.00	0.71	504.00	4.46	0.01	0.00	9.16	0.11	56.56	20540.17	3776450.00	
86.00	788.00	846.00	0.00	502.00	20796.00	0.74	1.47	2.95	580.00	20796.00	41.43	21.00	63.00	10.73	115.04	3.61	0.00	41.43	0.00	0.00	0.00	0.73	502.00	4.44	0.00	0.00	8.55	0.19	18.44	1040.04	311168.31	
87.00	1078.00	428.00	0.00	499.00	30228.00	0.79	1.62	2.19	672.00	30228.00	60.58	25.00	104.00	24.07	579.35	8.45	0.00	60.58	0.00	0.00	0.00	0.76	499.00	4.41	0.00	0.00	9.38	0.09	125.91	5692.11	6792736.00	
88.00	1076.00	130.00	0.00	495.00	25198.00	0.62	1.28	2.39	576.00	25198.00	50.91	23.00	91.00	20.60	424.28	6.50	0.00	50.91	0.00	0.00	0.00	0.72	495.00	4.38	0.02	0.00	9.03	0.18	98.64	6622.20	3824144.75	
89.00	900.00	709.00	0.00	492.00	32370.00	0.72	1.44	2.32	728.00	32370.00	65.79	25.00	112.00	25.69	660.15	8.12	0.00	65.79	0.00	0.00	0.00	0.72	492.00	4.35	0.03	0.00	9.47	0.09	137.36	-8869.03	8999146.00	
90.00	974.00	16.00	0.00	491.00	32897.00	0.24	1.03	0.08	675.00	32897.00	67.00	25.00	132.00	31.44	988.26	9.33	0.00	67.00	0.00	0.00	0.00	0.68	491.00	4.34	0.03	0.00	9.49	0.11	95.12	77932.28	26635160.00	
91.00	756.00	343.00	0.00	491.00	37436.00	0.59	1.24	2.49	575.00	37436.00	76.24	21.00	135.00	34.01	1156.54	10.53	0.00	76.24	0.00	0.00	0.00	0.71	491.00	4.34	0.02	0.00	9.55	0.09	202.24	-37317.57	28226682.00	
92.00	78.00	480.00	0.00	489.00	34666.00	0.72	1.44	2.53	648.00	34666.00	70.89	25.00	133.00	32.95	1085.72	10.92	0.00	70.89	0.00	0.00	0.00	0.72	489.00	4.32	0.00	0.00	9.57	0.07	196.01	41629.36	25842698.00	
93.00	872.00	579.00	0.00	487.00	28769.00	0.91	2.36	2.31	840.00	28769.00	59.07	25.00	100.00	23.57	555.51	9.33	0.00	59.07	0.00	0.00	0.00	0.91	487.00	4.31	0.00	0.00	9.32	0.06	207.23	-4032.19	5319572.00	
94.00	100.00	134.00	0.00	486.00	37009.00	0.65	1.31	3.02	567.00	37009.00	76.15	24.00	190.00	44.23	1955.99	13.49	0.00	76.15	0.00	0.00	0.00	0.70	486.00	4.30	0.01	0.00	9.61	0.05	298.42	418877.91	129193288.00	
95.00	641.00	524.00	0.00	486.00	31634.00	0.42	1.10	2.09	624.00	31634.00	65.09	24.00	104.00	23.61	557.40	7.19	0.00	65.09	0.00	0.00	0.00	0.71	486.00	4.30	0.04	0.00	9.34	0.12	91.69	-21837.76	6947275.50	
96.00	398.00	159.00	0.00	485.00	38401.00	0.41	1.10	2.30	576.00	38401.00	79.18	25.00	158.00	40.50	1640.05	12.92	0.00	79.18	0.00	0.00	0.00	0.69	485.00	4.29	0.00	0.00	9.53	0.06	218.92	105197.09	63143080.00	
97.00	1088.00	340.00	0.00	485.00	32159.00	0.77	1.56	1.81	620.00	32159.00	66.31	25.00	129.00	32.19	1036.18	10.40	0.00	66.31	0.00	0.00	0.00	0.72	485.00	4.29	0.01	0.00	9.50	0.07	166.70	61204.95	24851304.00	
98.00	1273.00	463.00	0.00	485.00	29991.00	0.65	1.32	2.18	598.00	29991.00	61.84	25.00	107.00	24.26	588.39	8.40	0.00	61.84	0.00	0.00	0.00	0.70	485.00	4.29	0.00	0.00	9.43	0.09	106.84	5130.08	7362923.00	
99.00	130.00	546.00	0.00	485.00	20916.00	0.43	1.11	3.11	728.00	20916.00	43.13	25.00	69.00	13.60	184.86	4.32	0.00	43.13	0.00	0.00	0.00	0.69	485.00	4.29	0.02	0.00	8.56	0.26	26.74	743.43	722468.81	
100.00	239.00	101.00	0.00	483.00	22044.00	0.50	1.15	1.73	572.00	22044.00	45.64	25.00	74.00	12.39	153.62	3.89	0.00	45.64	0.00	0.00	0.00	0.71	483.00	4.27	0.02	0.00	8.70	0.19	20.65	1095.98	580456.69	
101.00	628.00	141.00	0.00	482.00	35920.00	0.54	1.19	2.57	624.00	35920.00	74.52	23.00	130.00	31.30	979.68	8.89	0.00	74.52	0.00	0.00	0.00	0.69	482.00	4.26	0.04	0.00	9.43	0.10	157.83	-34134.24	20563126.00	
